,rmsre_grad
0,0.3177197913329771
1,0.3177197913329771
2,0.3177197913329771
3,0.3177197913329771
4,0.3177197913329771
5,0.3177197913329771
6,0.3177197913329771
7,0.3177197913329771
8,0.3177197913329771
9,0.3177197913329771
10,0.3177197913329771
11,0.3177197913329771
12,0.3177197913329771
13,0.3177197913329771
14,0.3177197913329771
15,0.3177197913329771
16,0.3177197913329771
17,0.3177197913329771
18,0.3177197913329771
19,0.3177197913329771
20,0.3177197913329771
21,0.3177197913329771
22,0.3177197913329771
23,0.3177197913329771
24,0.3177197913329771
25,0.3177197913329771
26,0.3177197913329771
27,0.3177197913329771
28,0.3177197913329771
29,0.3177197913329771
30,0.3177197913329771
31,0.3177197913329771
32,0.3177197913329771
33,0.3177197913329771
34,0.3177197913329771
35,0.3177197913329771
36,0.3177197913329771
37,0.3177197913329771
38,0.3177197913329771
39,0.3177197913329771
40,0.3177197913329771
41,0.3177197913329771
42,0.3177197913329771
43,0.3177197913329771
44,0.3177197913329771
45,0.3177197913329771
46,0.3177197913329771
47,0.3177197913329771
48,0.3177197913329771
49,0.3177197913329771
50,0.3177197913329771
51,0.3177197913329771
52,0.3177197913329771
53,0.3177197913329771
54,0.3177197913329771
55,0.3177197913329771
56,0.3177197913329771
57,0.3177197913329771
58,0.3177197913329771
59,0.3177197913329771
60,0.3177197913329771
61,0.3177197913329771
62,0.3177197913329771
63,0.3177197913329771
64,0.3177197913329771
65,0.3177197913329771
66,0.3177197913329771
67,0.3177197913329771
68,0.3177197913329771
69,0.3177197913329771
70,0.3177197913329771
71,0.3177197913329771
72,0.3177197913329771
73,0.3177197913329771
74,0.3177197913329771
75,0.3177197913329771
76,0.3177197913329771
77,0.3177197913329771
78,0.3177197913329771
79,0.3177197913329771
80,0.3177197913329771
81,0.3177197913329771
82,0.3177197913329771
83,0.3177197913329771
84,0.3177197913329771
85,0.3177197913329771
86,0.3177197913329771
87,0.3177197913329771
88,0.3177197913329771
89,0.3177197913329771
90,0.3177197913329771
91,0.3177197913329771
92,0.3177197913329771
93,0.3177197913329771
94,0.3177197913329771
95,0.3177197913329771
96,0.3177197913329771
97,0.3177197913329771
98,0.3177197913329771
99,0.3177197913329771
100,0.3177197913329771
101,0.3177197913329771
102,0.3177197913329771
103,0.3177197913329771
104,0.3177197913329771
105,0.3177197913329771
106,0.3177197913329771
107,0.3177197913329771
108,0.3177197913329771
109,0.3177197913329771
