,rmsre_grad
0,0.5610254862030803
1,0.5636242913198211
2,0.5610254862030782
3,0.5588536952458888
4,0.5636242913198042
5,0.5588536952458695
6,0.5610254862030774
7,0.561025486203081
8,0.5610254862030802
9,0.561025486203081
10,0.5610254862030801
11,0.5610254862030803
12,0.5636242913198211
13,0.5610254862030782
14,0.5588536952458888
15,0.5636242913198042
16,0.5588536952458695
17,0.5610254862030774
18,0.561025486203081
19,0.5610254862030802
20,0.561025486203081
21,0.5610254862030801
22,0.5610254862030803
23,0.5636242913198211
24,0.5610254862030782
25,0.5588536952458888
26,0.5636242913198042
27,0.5588536952458695
28,0.5610254862030774
29,0.561025486203081
30,0.5610254862030802
31,0.561025486203081
32,0.5610254862030801
33,0.5610254862030803
34,0.5636242913198211
35,0.5610254862030782
36,0.5588536952458888
37,0.5636242913198042
38,0.5588536952458695
39,0.5610254862030774
40,0.561025486203081
41,0.5610254862030802
42,0.561025486203081
43,0.5610254862030801
44,0.5610254862030803
45,0.5636242913198211
46,0.5610254862030782
47,0.5588536952458888
48,0.5636242913198042
49,0.5588536952458695
50,0.5610254862030774
51,0.561025486203081
52,0.5610254862030802
53,0.561025486203081
54,0.5610254862030801
55,0.5610254862030803
56,0.5636242913198211
57,0.5610254862030782
58,0.5588536952458888
59,0.5636242913198042
60,0.5588536952458695
61,0.5610254862030774
62,0.561025486203081
63,0.5610254862030802
64,0.561025486203081
65,0.5610254862030801
66,0.5610254862030803
67,0.5636242913198211
68,0.5610254862030782
69,0.5588536952458888
70,0.5636242913198042
71,0.5588536952458695
72,0.5610254862030774
73,0.561025486203081
74,0.5610254862030802
75,0.561025486203081
76,0.5610254862030801
77,0.5610254862030803
78,0.5636242913198211
79,0.5610254862030782
80,0.5588536952458888
81,0.5636242913198042
82,0.5588536952458695
83,0.5610254862030774
84,0.561025486203081
85,0.5610254862030802
86,0.561025486203081
87,0.5610254862030801
88,0.5610254862030803
89,0.5636242913198211
90,0.5610254862030782
91,0.5588536952458888
92,0.5636242913198042
93,0.5588536952458695
94,0.5610254862030774
95,0.561025486203081
96,0.5610254862030802
97,0.561025486203081
98,0.5610254862030801
99,0.5610254862030803
100,0.5636242913198211
