,rmsre_grad
mean,0.5395903618725123
lower_limit,0.23967611240490816
upper_limit,1.6763357134252668
lower_value,0.29991424946760414
upper_value,2.215926075297779
0,0.35524909442087543
1,0.5313858071137113
2,0.4025020140834952
3,0.4246380331112787
4,0.35524909442087543
5,0.5313858071137113
6,0.4025020140834952
7,0.4246380331112787
8,0.35524909442087543
9,0.5313858071137113
10,0.4025020140834952
11,0.4246380331112787
12,0.35524909442087543
13,0.5313858071137113
14,0.4025020140834952
15,0.4246380331112787
16,0.35524909442087543
17,0.5313858071137113
18,0.4025020140834952
19,0.4246380331112787
20,0.35524909442087543
21,0.5313858071137113
22,0.4025020140834952
23,0.4246380331112787
24,0.35524909442087543
25,0.5313858071137113
26,0.4025020140834952
27,0.4246380331112787
28,0.35524909442087543
29,0.5313858071137113
30,0.4025020140834952
31,0.4246380331112787
32,0.31254802616514793
33,0.3586208584947072
34,0.3825136335869803
35,2.215926075297779
36,0.31254802616514793
37,0.3586208584947072
38,0.3825136335869803
39,2.215926075297779
40,0.31254802616514793
41,0.3586208584947072
42,0.3825136335869803
43,2.215926075297779
44,0.31254802616514793
45,0.3586208584947072
46,0.3825136335869803
47,2.215926075297779
48,0.31254802616514793
49,0.3586208584947072
50,0.3825136335869803
51,2.215926075297779
52,0.31254802616514793
53,0.3586208584947072
54,0.3825136335869803
55,2.215926075297779
56,0.31254802616514793
57,0.3586208584947072
58,0.3825136335869803
59,2.215926075297779
60,0.31254802616514793
61,0.3586208584947072
62,0.3825136335869803
63,2.215926075297779
64,0.433704595195076
65,0.3920286176520552
66,0.29991424946760414
67,0.3991960835465558
68,0.433704595195076
69,0.3920286176520552
70,0.29991424946760414
71,0.3991960835465558
72,0.433704595195076
73,0.3920286176520552
74,0.29991424946760414
75,0.3991960835465558
76,0.433704595195076
77,0.3920286176520552
78,0.29991424946760414
79,0.3991960835465558
80,0.433704595195076
81,0.3920286176520552
82,0.29991424946760414
83,0.3991960835465558
84,0.433704595195076
85,0.3920286176520552
86,0.29991424946760414
87,0.3991960835465558
88,0.433704595195076
89,0.3920286176520552
90,0.29991424946760414
91,0.3991960835465558
92,0.433704595195076
93,0.3920286176520552
94,0.29991424946760414
95,0.3991960835465558
96,0.7111154293739476
97,0.49834185326200076
98,0.3554323510325798
99,0.32832984850056635
