,rmsre_grad
0,0.39666989711009915
1,0.39666989711009915
2,0.39666989711009915
3,0.39666989711009915
4,0.39666989711009915
5,0.39666989711009915
6,0.39666989711009915
7,0.39666989711009915
8,0.39666989711009915
9,0.39666989711009915
10,0.39666989711009915
11,0.39666989711009915
12,0.39666989711009915
13,0.39666989711009915
14,0.39666989711009915
15,0.39666989711009915
16,0.39666989711009915
17,0.39666989711009915
18,0.39666989711009915
19,0.39666989711009915
20,0.39666989711009915
21,0.39666989711009915
22,0.39666989711009915
23,0.39666989711009915
24,0.39666989711009915
25,0.39666989711009915
26,0.39666989711009915
27,0.39666989711009915
28,0.39666989711009915
29,0.39666989711009915
30,0.39666989711009915
31,0.39666989711009915
32,0.39666989711009915
33,0.39666989711009915
34,0.39666989711009915
35,0.39666989711009915
36,0.39666989711009915
37,0.39666989711009915
38,0.39666989711009915
39,0.39666989711009915
40,0.39666989711009915
41,0.39666989711009915
42,0.39666989711009915
43,0.39666989711009915
44,0.39666989711009915
45,0.39666989711009915
46,0.39666989711009915
47,0.39666989711009915
48,0.39666989711009915
49,0.39666989711009915
50,0.39666989711009915
51,0.39666989711009915
52,0.39666989711009915
53,0.39666989711009915
54,0.39666989711009915
55,0.39666989711009915
56,0.39666989711009915
57,0.39666989711009915
58,0.39666989711009915
59,0.39666989711009915
60,0.39666989711009915
61,0.39666989711009915
62,0.39666989711009915
63,0.39666989711009915
64,0.39666989711009915
65,0.39666989711009915
66,0.39666989711009915
67,0.39666989711009915
68,0.39666989711009915
69,0.39666989711009915
70,0.39666989711009915
71,0.39666989711009915
72,0.39666989711009915
73,0.39666989711009915
74,0.39666989711009915
75,0.39666989711009915
76,0.39666989711009915
77,0.39666989711009915
78,0.39666989711009915
79,0.39666989711009915
80,0.39666989711009915
81,0.39666989711009915
82,0.39666989711009915
83,0.39666989711009915
84,0.39666989711009915
85,0.39666989711009915
86,0.39666989711009915
87,0.39666989711009915
88,0.39666989711009915
89,0.39666989711009915
90,0.39666989711009915
91,0.39666989711009915
92,0.39666989711009915
93,0.39666989711009915
94,0.39666989711009915
95,0.39666989711009915
96,0.39666989711009915
97,0.39666989711009915
98,0.39666989711009915
99,0.39666989711009915
100,0.39666989711009915
101,0.39666989711009915
102,0.39666989711009915
103,0.39666989711009915
104,0.39666989711009915
105,0.39666989711009915
106,0.39666989711009915
107,0.39666989711009915
108,0.39666989711009915
109,0.39666989711009915
110,0.39666989711009915
111,0.39666989711009915
112,0.39666989711009915
113,0.39666989711009915
114,0.39666989711009915
115,0.39666989711009915
116,0.39666989711009915
117,0.39666989711009915
118,0.39666989711009915
119,0.39666989711009915
120,0.39666989711009915
121,0.39666989711009915
122,0.39666989711009915
123,0.39666989711009915
124,0.39666989711009915
125,0.39666989711009915
126,0.39666989711009915
127,0.39666989711009915
128,0.39666989711009915
129,0.39666989711009915
130,0.39666989711009915
131,0.39666989711009915
132,0.39666989711009915
133,0.39666989711009915
134,0.39666989711009915
135,0.39666989711009915
136,0.39666989711009915
137,0.39666989711009915
138,0.39666989711009915
139,0.39666989711009915
140,0.39666989711009915
141,0.39666989711009915
142,0.39666989711009915
143,0.39666989711009915
144,0.39666989711009915
145,0.39666989711009915
146,0.39666989711009915
147,0.39666989711009915
148,0.39666989711009915
