,rmsre_grad
mean,0.311410212374672
lower_limit,0.0
upper_limit,0.0
lower_value,0.311410212374672
upper_value,0.311410212374672
0,0.311410212374672
1,0.311410212374672
2,0.311410212374672
3,0.311410212374672
4,0.311410212374672
5,0.311410212374672
6,0.311410212374672
7,0.311410212374672
8,0.311410212374672
9,0.311410212374672
10,0.311410212374672
11,0.311410212374672
12,0.311410212374672
13,0.311410212374672
14,0.311410212374672
15,0.311410212374672
16,0.311410212374672
17,0.311410212374672
18,0.311410212374672
19,0.311410212374672
20,0.311410212374672
21,0.311410212374672
22,0.311410212374672
23,0.311410212374672
24,0.311410212374672
25,0.311410212374672
26,0.311410212374672
27,0.311410212374672
28,0.311410212374672
29,0.311410212374672
30,0.311410212374672
31,0.311410212374672
32,0.311410212374672
33,0.311410212374672
34,0.311410212374672
35,0.311410212374672
36,0.311410212374672
37,0.311410212374672
38,0.311410212374672
39,0.311410212374672
40,0.311410212374672
41,0.311410212374672
42,0.311410212374672
43,0.311410212374672
44,0.311410212374672
45,0.311410212374672
46,0.311410212374672
47,0.311410212374672
48,0.311410212374672
49,0.311410212374672
50,0.311410212374672
51,0.311410212374672
52,0.311410212374672
53,0.311410212374672
54,0.311410212374672
55,0.311410212374672
56,0.311410212374672
57,0.311410212374672
58,0.311410212374672
59,0.311410212374672
60,0.311410212374672
61,0.311410212374672
62,0.311410212374672
63,0.311410212374672
64,0.311410212374672
65,0.311410212374672
66,0.311410212374672
67,0.311410212374672
68,0.311410212374672
69,0.311410212374672
70,0.311410212374672
71,0.311410212374672
72,0.311410212374672
73,0.311410212374672
74,0.311410212374672
75,0.311410212374672
76,0.311410212374672
77,0.311410212374672
78,0.311410212374672
79,0.311410212374672
80,0.311410212374672
81,0.311410212374672
82,0.311410212374672
83,0.311410212374672
84,0.311410212374672
85,0.311410212374672
86,0.311410212374672
87,0.311410212374672
88,0.311410212374672
89,0.311410212374672
90,0.311410212374672
91,0.311410212374672
92,0.311410212374672
93,0.311410212374672
94,0.311410212374672
95,0.311410212374672
96,0.311410212374672
97,0.311410212374672
98,0.311410212374672
99,0.311410212374672
