,rmsre_train,rmsre_test
0,0.0163976390100517,0.030283141289619543
1,0.016397639010051708,0.030235342413663376
2,0.01639763901005172,0.029666298689217035
3,0.016397639010051708,0.030099784070708915
4,0.016397639010051715,0.029919183893482616
5,0.016397639010051708,0.029698424845331594
6,0.0163976390100517,0.02956714809695879
7,0.016397639010051715,0.02982526841584416
8,0.0163976390100517,0.029938567563780945
9,0.0163976390100517,0.029978988968120873
10,0.016397639010051705,0.030070707896460876
11,0.0163976390100517,0.030283141289619543
12,0.016397639010051708,0.030235342413663376
13,0.01639763901005172,0.029666298689217035
14,0.016397639010051708,0.030099784070708915
15,0.016397639010051715,0.029919183893482616
16,0.016397639010051708,0.029698424845331594
17,0.0163976390100517,0.02956714809695879
18,0.016397639010051715,0.02982526841584416
19,0.0163976390100517,0.029938567563780945
20,0.0163976390100517,0.029978988968120873
21,0.016397639010051705,0.030070707896460876
22,0.0163976390100517,0.030283141289619543
23,0.016397639010051708,0.030235342413663376
24,0.01639763901005172,0.029666298689217035
25,0.016397639010051708,0.030099784070708915
26,0.016397639010051715,0.029919183893482616
27,0.016397639010051708,0.029698424845331594
28,0.0163976390100517,0.02956714809695879
29,0.016397639010051715,0.02982526841584416
30,0.0163976390100517,0.029938567563780945
31,0.0163976390100517,0.029978988968120873
32,0.016397639010051705,0.030070707896460876
33,0.0163976390100517,0.030283141289619543
34,0.016397639010051708,0.030235342413663376
35,0.01639763901005172,0.029666298689217035
36,0.016397639010051708,0.030099784070708915
37,0.016397639010051715,0.029919183893482616
38,0.016397639010051708,0.029698424845331594
39,0.0163976390100517,0.02956714809695879
40,0.016397639010051715,0.02982526841584416
41,0.0163976390100517,0.029938567563780945
42,0.0163976390100517,0.029978988968120873
43,0.016397639010051705,0.030070707896460876
44,0.0163976390100517,0.030283141289619543
45,0.016397639010051708,0.030235342413663376
46,0.01639763901005172,0.029666298689217035
47,0.016397639010051708,0.030099784070708915
48,0.016397639010051715,0.029919183893482616
49,0.016397639010051708,0.029698424845331594
50,0.0163976390100517,0.02956714809695879
51,0.016397639010051715,0.02982526841584416
52,0.0163976390100517,0.029938567563780945
53,0.0163976390100517,0.029978988968120873
54,0.016397639010051705,0.030070707896460876
55,0.0163976390100517,0.030283141289619543
56,0.016397639010051708,0.030235342413663376
