1,1,1.000167,1,1,0.983333,1,0.983333,0.983333,0.983333,0.994444,1,1,1,1,1,0.983333,1.000167,1,1.000167,1.000167,1.000167,1,0.983333,1.000167,1,1,0.983333,1
1,1.000167,0.983333,0.9835,0.9835,0.983333,1.000167,0.983333,1,0.983333,1.000000,0.9835,1,0.9835,1.000167,0.9835,0.983333,0.983333,1.000167,1.000167,0.983333,0.983333,1.000167,1,1.000167,1.000167,0.9835,1,0.9835
1,1,1.000167,0.983333,0.983333,1.000167,0.983333,1.000167,1,1.000167,0.994444,0.983333,1,0.983333,0.983333,0.983333,1.000167,1.000167,0.983333,1.000167,1.000167,1.000167,1,1,1.000167,1,0.983333,1,0.983333
0.983333,0.983333,0.9835,0.9835,0.9835,0.983333,0.9835,0.983333,0.983333,0.983333,0.983389,0.9835,0.983333,0.9835,0.9835,0.9835,0.983333,0.9835,0.9835,0.9835,0.9835,0.9835,0.983333,0.983333,0.9835,0.983333,0.9835,0.983333,0.9835
0.983333,0.9835,0.9835,0.9835,0.9835,0.983333,0.983333,0.983333,0.9835,0.983333,0.983444,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.9835,0.983333,0.9835,0.9835,0.9835,0.9835,0.9835,0.9835,0.9835,0.9835,0.9835,0.983333
0.983333,0.983333,0.9835,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983444,0.9835,0.983333,0.9835,0.983333,0.9835,0.983333,0.9835,0.983333,0.983333,0.9835,0.9835,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.9835
0.9835,0.983333,0.983333,0.983333,0.983333,0.9835,0.966667,0.9835,0.966833,0.9835,0.983333,0.983333,0.9835,0.983333,0.966667,0.983333,0.9835,0.983333,0.966667,0.9835,0.983333,0.983333,0.983333,0.966833,0.9835,0.983333,0.983333,0.966833,0.983333
0.983333,0.9835,0.983333,0.9835,0.9835,0.983333,0.9835,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.9835,0.983333,0.983333,0.983333,0.9835,0.983333,0.983333,0.983333,0.9835,0.983333,0.983333,0.9835,0.9835,0.983333,0.983333
0.9835,0.9835,0.983333,0.9835,0.9835,0.983333,0.9835,0.983333,0.9835,0.983333,0.983333,0.9835,0.9835,0.9835,0.9835,0.9835,0.983333,0.983333,0.9835,0.983333,0.983333,0.983333,0.9835,0.9835,0.983333,0.9835,0.9835,0.9835,0.9835
0.983333,1.000167,0.9835,1,1,0.9835,1,0.9835,0.983333,0.9835,0.988944,0.9835,0.983333,0.9835,1,0.9835,0.9835,0.9835,1,0.9835,0.9835,0.9835,1.000167,0.983333,0.9835,1.000167,1,0.983333,0.9835
0.983333,1,1.000167,1.000167,1.000167,0.9835,0.983333,0.9835,0.9835,0.9835,0.994556,1.000167,0.983333,1.000167,0.983333,1.000167,0.9835,1.000167,0.983333,1,1.000167,1.000167,1,0.9835,1,1,1.000167,0.9835,1.000167
1,1.000167,1,0.983333,0.983333,1,1.000167,1,1,1,0.988944,0.9835,1,0.9835,1.000167,0.9835,1,1,1.000167,0.983333,1,1,1.000167,1,0.983333,1.000167,0.983333,1,0.9835
0.983333,0.9835,0.9835,0.9835,0.9835,0.983333,0.9835,0.983333,0.9835,0.983333,0.983444,0.9835,0.983333,0.9835,0.9835,0.9835,0.983333,0.9835,0.9835,0.983333,0.9835,0.9835,0.9835,0.9835,0.983333,0.9835,0.9835,0.9835,0.9835
0.983333,0.9835,0.983333,0.9835,0.9835,0.9835,0.983333,0.9835,0.983333,0.9835,0.983389,0.983333,0.983333,0.983333,0.983333,0.983333,0.9835,0.983333,0.983333,0.9835,0.983333,0.983333,0.9835,0.983333,0.9835,0.9835,0.9835,0.983333,0.983333
